iter	MultiClass
456	0.2931032584
457	0.2926212898
458	0.2919589676
459	0.2913840789
460	0.2908275345
461	0.2903522454
462	0.2900263689
463	0.2896268704
464	0.2890432434
465	0.2885292997
466	0.2876440656
467	0.2868700618
468	0.2865418291
469	0.2857963128
470	0.2853124018
471	0.2849084893
472	0.2846344465
473	0.2836811894
474	0.2831511504
475	0.2829140411
476	0.2824833482
477	0.2819955248
478	0.2813721798
479	0.2806805371
480	0.2800338985
481	0.2796373229
482	0.2790131981
483	0.2785480142
484	0.2779264463
485	0.2772229303
486	0.2766692206
487	0.2761657666
488	0.2759885433
489	0.2752672165
490	0.2746730889
491	0.2741132932
492	0.2734920633
493	0.2731164489
494	0.2725743126
495	0.2719498176
496	0.2713442129
497	0.2708364301
498	0.2703314077
499	0.2698109172
500	0.2693852452
501	0.269029394
502	0.2683174199
503	0.2678895076
504	0.2676204796
505	0.2670802845
506	0.2666479678
507	0.2660514305
508	0.2654730473
509	0.2651351278
510	0.2646871761
511	0.2644350831
512	0.2640954315
513	0.2632699587
514	0.2627911375
515	0.2622194306
516	0.2615801022
517	0.2613140712
518	0.2609240656
519	0.2604379558
520	0.2602628136
521	0.260088207
522	0.259649972
523	0.259374669
524	0.2590224191
525	0.258396996
526	0.2580004322
527	0.2576353823
528	0.2573147331
529	0.2569390788
530	0.2562954237
531	0.2559400945
532	0.2554209543
533	0.2550163034
534	0.2546130599
535	0.253847046
536	0.2532468003
537	0.2528914525
538	0.2523214328
539	0.251857753
540	0.2516139279
541	0.250897512
542	0.2505731287
543	0.2501173239
544	0.2495573678
545	0.2489727418
546	0.2488490615
547	0.2482674943
548	0.2477322658
549	0.2469432092
550	0.2465604251
551	0.2461599219
552	0.2457299933
553	0.2450552768
554	0.2447406373
555	0.2442644906
556	0.2441927262
557	0.2437662131
558	0.2431818038
559	0.2428042859
560	0.2422475528
561	0.2419261612
562	0.2415470028
563	0.2413170289
564	0.2409833763
565	0.2403165535
566	0.2398254401
567	0.239383628
568	0.239023113
569	0.2385688033
570	0.2381636517
571	0.2372805327
572	0.2367874484
573	0.2363981423
574	0.2362858612
575	0.2357337381
576	0.235098384
577	0.2345300909
578	0.2339223849
579	0.2333817073
580	0.2330223537
581	0.232524356
582	0.2320957882
583	0.2317841533
584	0.2315183929
585	0.231209413
586	0.2308412475
587	0.230672035
588	0.230387177
589	0.230058235
590	0.229482115
591	0.2288971565
592	0.2282913891
593	0.2276231764
594	0.2272902785
595	0.2269193421
596	0.2264992176
597	0.2259864028
598	0.2256208348
599	0.2251130744
600	0.2248450474
601	0.2243384587
602	0.2239709813
603	0.2236262789
604	0.2230984768
605	0.2223743108
606	0.2217406186
607	0.2210821917
608	0.220829901
609	0.2206270361
610	0.2201821353
611	0.219791682
612	0.2195673652
613	0.2191146853
614	0.2187305647
615	0.2183941593
616	0.2179761629
617	0.2176467733
618	0.2171672828
619	0.2166191522
620	0.2161194872
621	0.2157213598
622	0.2155056599
623	0.215150093
624	0.2145740872
625	0.2142494085
626	0.2137972967
627	0.2134892393
628	0.2132577562
629	0.2129936796
630	0.2126762107
631	0.2123912459
632	0.2119265577
633	0.2114654426
634	0.2109860363
635	0.2106630894
636	0.210259352
637	0.2100184125
638	0.2095187465
639	0.2091972613
640	0.2087269691
641	0.2082040746
642	0.2077151221
643	0.2074707489
644	0.2071647377
645	0.2067040725
646	0.2061617188
647	0.2058443513
648	0.2054065376
649	0.205033113
650	0.2045847093
651	0.2041636414
652	0.2036894222
653	0.2034246972
654	0.2030713134
655	0.2027831545
656	0.2022871828
657	0.2019166682
658	0.2016383232
659	0.2010874273
660	0.2006877179
661	0.2002867895
662	0.2000748502
663	0.1998507969
664	0.1995732157
665	0.1990463668
666	0.1985913164
667	0.1981450285
668	0.1977950435
669	0.1974619123
670	0.1971491161
671	0.1968553714
672	0.196572356
673	0.1961581793
674	0.1957635833
675	0.1954052839
676	0.1953125969
677	0.1948167556
678	0.1945662142
679	0.1942334802
680	0.1939632566
681	0.193634353
682	0.193136937
683	0.1927821249
684	0.1923566656
685	0.1919955019
686	0.1917331462
687	0.1915630182
688	0.1910258866
689	0.190760621
690	0.1905533123
691	0.1902630597
692	0.1899796023
693	0.1896440342
694	0.1894525428
695	0.189163759
696	0.1886726738
697	0.1883773024
698	0.1881500723
699	0.1876071892
700	0.1873392621
701	0.1870198651
702	0.1867028949
703	0.1864604455
704	0.1862023777
705	0.1858055261
706	0.1853626624
707	0.1850749414
708	0.1848341151
709	0.1844590976
710	0.1841924954
711	0.1838336229
712	0.1834487572
713	0.1831813302
714	0.182749912
715	0.1822916465
716	0.1819022835
717	0.1815602864
718	0.1814805696
719	0.1812969885
720	0.1810344457
721	0.1805872636
722	0.1804377881
723	0.1802202971
724	0.180032207
725	0.179636432
726	0.1791597338
727	0.1788267415
728	0.1784771529
729	0.1782587426
730	0.1779704873
731	0.1775693796
732	0.1770294124
733	0.1767657509
734	0.1763812238
735	0.1760078125
736	0.1757461954
737	0.1754818555
738	0.1751958604
739	0.1749474048
740	0.1747277483
741	0.1744046218
742	0.174105658
743	0.1739467157
744	0.173827541
745	0.1734473141
746	0.1732557269
747	0.1730576384
748	0.172756856
749	0.1724147665
750	0.1721777897
751	0.1718685505
752	0.1714366914
753	0.1711861714
754	0.1707900236
755	0.1705072557
756	0.1702153703
757	0.1699656852
758	0.1698145686
759	0.1695758863
760	0.1690310948
761	0.1687696938
762	0.1683956542
763	0.1681535623
764	0.1678426877
765	0.1674245032
766	0.1670140218
767	0.1666638261
768	0.1662103873
769	0.1659048216
770	0.1656351707
771	0.165403516
772	0.1651022262
773	0.1647760873
774	0.1646050457
775	0.1644287631
776	0.1642154004
777	0.1638657864
778	0.1637083511
779	0.163649482
780	0.1634729887
781	0.1632831898
782	0.1631149111
783	0.1628217324
784	0.1626015528
785	0.1622716921
786	0.1620687249
787	0.1618380515
788	0.1614330925
789	0.161142139
790	0.160907013
791	0.1606433312
792	0.1603073856
793	0.1600280672
794	0.1597184715
795	0.159472447
796	0.1592331592
797	0.1589696041
798	0.158783133
799	0.1583943315
800	0.1582108841
801	0.1579400988
802	0.1577619008
803	0.1574426404
804	0.1572351017
805	0.1568085766
806	0.1565814428
807	0.1562226014
808	0.1559487064
809	0.1556215678
810	0.1555130011
811	0.1552898602
812	0.1551173899
813	0.1549294709
814	0.1547147806
815	0.1544812033
816	0.1543570071
817	0.1541376265
818	0.1539764196
819	0.1537039095
820	0.1535757776
821	0.1533459534
822	0.1531138158
823	0.1528164638
824	0.1526422632
825	0.1523892012
826	0.1521344187
827	0.15188875
828	0.1516812564
829	0.1514385249
830	0.1511121938
831	0.1509022099
832	0.1506891576
833	0.1504057611
834	0.1501623986
835	0.1498250295
836	0.1495877895
837	0.1493395046
838	0.1490465755
839	0.1488422887
840	0.1486003771
841	0.1484506598
842	0.1482313699
843	0.1479281795
844	0.1477174617
845	0.1475047111
846	0.1472524128
847	0.1471768462
848	0.1469342597
849	0.1467547227
850	0.1465572604
851	0.1463789273
852	0.14626224
853	0.1461302494
854	0.1458906957
855	0.1457303317
856	0.1454863391
857	0.1452322044
858	0.1449697694
859	0.1446690488
860	0.1444203156
861	0.1442018543
862	0.1439154281
863	0.1437382156
864	0.1435561992
865	0.1434048351
866	0.1431261614
867	0.1429078906
868	0.1425675913
869	0.1421890518
870	0.1418366769
871	0.1416909915
872	0.1415728251
873	0.1413038496
874	0.1410922386
875	0.1409468657
876	0.1407824504
877	0.1406059908
878	0.1404299907
879	0.1401716982
880	0.140001822
881	0.1396942612
882	0.1394596136
883	0.1392444505
884	0.1390372359
885	0.1388477177
886	0.138710023
887	0.1385941676
888	0.1382794908
889	0.1381179967
890	0.1376374714
891	0.1374051198
892	0.1371697515
893	0.1369476903
894	0.1368206061
895	0.1365881802
896	0.1363249795
897	0.1360939308
898	0.1358258416
899	0.1357089936
900	0.1354685228
901	0.1353429038
902	0.1352251392
903	0.1350185539
904	0.1347713814
905	0.1346301434
906	0.1344180461
907	0.1342476621
908	0.1341144725
909	0.1339107874
910	0.1337338149
911	0.1335787704
912	0.1333357757
913	0.1331104757
914	0.1330287841
915	0.1327198018
916	0.132466797
917	0.1321453463
918	0.1319111631
919	0.1316595961
920	0.1315234505
921	0.1314008241
922	0.1311302688
923	0.1309957335
924	0.1308858916
925	0.1305588538
926	0.1303816313
927	0.1300272523
928	0.1298066293
929	0.1295787188
930	0.1294035187
931	0.1292209941
932	0.1290345252
933	0.1288314477
934	0.1285155546
935	0.1283015203
936	0.128157747
937	0.1279082528
938	0.1277487792
939	0.127578298
940	0.127350041
941	0.1271414993
942	0.126942562
943	0.1268246874
944	0.1266456999
945	0.1265369675
946	0.1264104535
947	0.1261809462
948	0.1260433197
949	0.1257716155
950	0.1256469863
951	0.1254897169
952	0.1253188497
953	0.1251292696
954	0.1248465033
955	0.1247731999
956	0.1245118012
957	0.1244139325
958	0.1242821769
959	0.124081162
960	0.123851279
961	0.1236878694
962	0.1234997201
963	0.1232139418
964	0.1230386142
965	0.122895264
966	0.122779223
967	0.1225243476
968	0.1224098345
969	0.1221932494
970	0.1220369624
971	0.1219380636
972	0.1217938088
973	0.1216671729
974	0.1215716235
975	0.1214615409
976	0.1213641466
977	0.1212355555
978	0.1210053636
979	0.12078506
980	0.1205166602
981	0.1203284474
982	0.1201232501
983	0.1199397614
984	0.1197756474
985	0.1195361731
986	0.1193599172
987	0.1191952623
988	0.1190892529
989	0.1190204969
990	0.1189207744
991	0.118736
992	0.1185807282
993	0.11838974
994	0.1181781942
995	0.1180489512
996	0.1178985354
997	0.1178024582
998	0.117575513
999	0.1174465811
